sample_id,image_path,source_dataset,beam_image_type_proxy,beam_quality_label,alignment_state_label,severity_label,giga_rank_proxy,center_status,size_status,symmetry_status,uniformity_status,contm_proxy_status,notes
sample_0444,images/beamage_Friday_February_28_2025_20_50_02.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0445,images/beamage_Friday_February_28_2025_20_52_02.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0446,images/beamage_Friday_February_28_2025_20_54_02.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0447,images/beamage_Friday_February_28_2025_20_56_03.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0448,images/beamage_Friday_February_28_2025_20_58_03.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0449,images/beamage_Friday_February_28_2025_21_00_03.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0450,images/beamage_Friday_February_28_2025_21_02_23.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0451,images/beamage_Friday_February_28_2025_21_04_23.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0452,images/beamage_Friday_February_28_2025_21_06_23.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0453,images/beamage_Friday_February_28_2025_21_08_24.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0454,images/beamage_Friday_February_28_2025_21_10_24.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0455,images/beamage_Friday_February_28_2025_21_12_24.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0456,images/beamage_Friday_February_28_2025_21_14_25.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0457,images/beamage_Friday_February_28_2025_21_16_25.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0458,images/beamage_Friday_February_28_2025_21_18_25.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0459,images/beamage_Friday_February_28_2025_21_20_25.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0460,images/beamage_Friday_February_28_2025_21_22_26.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0461,images/beamage_Friday_February_28_2025_21_24_45.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0462,images/beamage_Friday_February_28_2025_21_26_46.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0463,images/beamage_Friday_February_28_2025_21_28_46.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0464,images/beamage_Friday_February_28_2025_21_30_46.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0465,images/beamage_Friday_February_28_2025_21_32_46.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0466,images/beamage_Friday_February_28_2025_21_34_47.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0467,images/beamage_Friday_February_28_2025_21_36_47.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0468,images/beamage_Friday_February_28_2025_21_38_47.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0469,images/beamage_Friday_March_07_2025_15_29_47.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0470,images/beamage_Friday_March_07_2025_15_31_48.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0471,images/beamage_Friday_March_07_2025_15_33_48.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0472,images/beamage_Friday_March_07_2025_15_37_49.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0473,images/beamage_Friday_March_07_2025_15_39_49.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0474,images/beamage_Friday_March_07_2025_15_41_50.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0475,images/beamage_Friday_March_07_2025_15_43_50.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0476,images/beamage_Friday_March_07_2025_15_50_10.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0477,images/beamage_Friday_March_07_2025_15_52_11.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0478,images/beamage_Friday_March_07_2025_15_54_11.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0479,images/beamage_Friday_March_07_2025_15_56_11.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0480,images/beamage_Friday_March_07_2025_15_58_12.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0481,images/beamage_Friday_March_07_2025_16_00_12.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0482,images/beamage_Friday_March_07_2025_16_02_12.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0483,images/beamage_Friday_March_07_2025_16_04_12.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0484,images/beamage_Friday_March_07_2025_16_06_13.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0485,images/beamage_Friday_March_07_2025_16_12_33.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0486,images/beamage_Friday_March_07_2025_16_14_33.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0487,images/beamage_Friday_March_07_2025_16_16_34.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0488,images/beamage_Friday_March_07_2025_16_18_34.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0489,images/beamage_Friday_March_07_2025_16_20_34.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0490,images/beamage_Friday_March_07_2025_16_22_35.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0491,images/beamage_Friday_March_07_2025_16_24_35.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0492,images/beamage_Friday_March_07_2025_16_26_35.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0493,images/beamage_Friday_March_07_2025_16_32_56.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0494,images/beamage_Friday_March_07_2025_16_34_56.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0495,images/beamage_Friday_March_07_2025_16_36_56.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0496,images/beamage_Friday_March_07_2025_16_38_57.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0497,images/beamage_Friday_March_07_2025_16_40_57.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0498,images/beamage_Friday_March_07_2025_16_42_58.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0499,images/beamage_Friday_March_07_2025_16_44_58.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0500,images/beamage_Friday_March_07_2025_16_46_58.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
